id	data	dia_semana	hora_inicio	hora_fim	data_fim	pilar	titulo_pt	titulo_es	titulo_en	descricao_pt	descricao_es	descricao_en	local_pt	local_es	local_en	palestrante	marca	logo_url	inscricao	link_inscricao	destaque
at-garmin-gpx-tarde-1	2026-09-18	sexta-feira	16:00			ativacao	Baixe e configure seu GPX	Descarga y configura tu GPX	Download and set up your GPX	Leve o relógio ao estande da Garmin e saia com o percurso da sua prova configurado.	Lleva tu reloj al stand de Garmin y sal con el recorrido de tu carrera configurado.	Bring your watch to the Garmin booth and leave with your race course set up.	Estande Garmin, C4	Stand Garmin, C4	Garmin booth, C4		Garmin	https://app-utmb.github.io/utmb-paraty-agenda/logos/garmin.png	livre		
at-shokz-esquenta-1	2026-09-18	sexta-feira	09:00	10:00		ativacao	Esquenta 5k Shokz	Calentamiento 5k Shokz	Shokz 5k warm-up	Vagas limitadas. As primeiras inscrições correm testando o produto, até acabar o estoque. Inscrições no estande da Shokz, B3.	Cupos limitados. Las primeras inscripciones corren probando el producto, hasta agotar stock. Inscripciones en el stand de Shokz, B3.	Limited places. The first sign-ups run testing the product, while stocks last. Sign up at the Shokz booth, B3.	A confirmar	Por confirmar	To be confirmed		Shokz	https://app-utmb.github.io/utmb-paraty-agenda/logos/shokz.png	previa		sim
at-bananinha-degustacao-1	2026-09-17	quinta-feira	10:00	20:00		ativacao	Degustação Bananinha Paraibuna	Degustación Bananinha Paraibuna	Bananinha Paraibuna tasting	Degustação dos produtos no estande.	Degustación de los productos en el stand.	Product tasting at the booth.	Estande Bananinha Paraibuna, E2	Stand Bananinha Paraibuna, E2	Bananinha Paraibuna booth, E2		Bananinha Paraibuna	https://app-utmb.github.io/utmb-paraty-agenda/logos/bananinha.png	livre		
at-bananinha-degustacao-2	2026-09-18	sexta-feira	10:00	21:00		ativacao	Degustação Bananinha Paraibuna	Degustación Bananinha Paraibuna	Bananinha Paraibuna tasting	Degustação dos produtos no estande.	Degustación de los productos en el stand.	Product tasting at the booth.	Estande Bananinha Paraibuna, E2	Stand Bananinha Paraibuna, E2	Bananinha Paraibuna booth, E2		Bananinha Paraibuna	https://app-utmb.github.io/utmb-paraty-agenda/logos/bananinha.png	livre		
at-bananinha-degustacao-3	2026-09-19	sabado	10:00	18:00		ativacao	Degustação Bananinha Paraibuna	Degustación Bananinha Paraibuna	Bananinha Paraibuna tasting	Degustação dos produtos no estande.	Degustación de los productos en el stand.	Product tasting at the booth.	Estande Bananinha Paraibuna, E2	Stand Bananinha Paraibuna, E2	Bananinha Paraibuna booth, E2		Bananinha Paraibuna	https://app-utmb.github.io/utmb-paraty-agenda/logos/bananinha.png	livre		
at-bananinha-degustacao-4	2026-09-20	domingo	10:00	13:00		ativacao	Degustação Bananinha Paraibuna	Degustación Bananinha Paraibuna	Bananinha Paraibuna tasting	Degustação dos produtos no estande.	Degustación de los productos en el stand.	Product tasting at the booth.	Estande Bananinha Paraibuna, E2	Stand Bananinha Paraibuna, E2	Bananinha Paraibuna booth, E2		Bananinha Paraibuna	https://app-utmb.github.io/utmb-paraty-agenda/logos/bananinha.png	livre		
at-drpeanut-canoa-1	2026-09-17	quinta-feira	10:00	20:00		ativacao	Ativação com canoa havaiana	Activación con canoa hawaiana	Outrigger canoe activation	Ativação da DR PEANUT com canoa havaiana nos dias de evento. Local e horários a confirmar.	Activación de DR PEANUT con canoa hawaiana en los días del evento. Lugar y horarios por confirmar.	DR PEANUT outrigger canoe activation during the event. Venue and times to be confirmed.	A confirmar	Por confirmar	To be confirmed		DR PEANUT	https://app-utmb.github.io/utmb-paraty-agenda/logos/dr-peanut.png	livre		
at-drpeanut-canoa-2	2026-09-18	sexta-feira	10:00	21:00		ativacao	Ativação com canoa havaiana	Activación con canoa hawaiana	Outrigger canoe activation	Ativação da DR PEANUT com canoa havaiana nos dias de evento. Local e horários a confirmar.	Activación de DR PEANUT con canoa hawaiana en los días del evento. Lugar y horarios por confirmar.	DR PEANUT outrigger canoe activation during the event. Venue and times to be confirmed.	A confirmar	Por confirmar	To be confirmed		DR PEANUT	https://app-utmb.github.io/utmb-paraty-agenda/logos/dr-peanut.png	livre		
at-drpeanut-canoa-3	2026-09-19	sabado	10:00	18:00		ativacao	Ativação com canoa havaiana	Activación con canoa hawaiana	Outrigger canoe activation	Ativação da DR PEANUT com canoa havaiana nos dias de evento. Local e horários a confirmar.	Activación de DR PEANUT con canoa hawaiana en los días del evento. Lugar y horarios por confirmar.	DR PEANUT outrigger canoe activation during the event. Venue and times to be confirmed.	A confirmar	Por confirmar	To be confirmed		DR PEANUT	https://app-utmb.github.io/utmb-paraty-agenda/logos/dr-peanut.png	livre		
at-drpeanut-canoa-4	2026-09-20	domingo	10:00	13:00		ativacao	Ativação com canoa havaiana	Activación con canoa hawaiana	Outrigger canoe activation	Ativação da DR PEANUT com canoa havaiana nos dias de evento. Local e horários a confirmar.	Activación de DR PEANUT con canoa hawaiana en los días del evento. Lugar y horarios por confirmar.	DR PEANUT outrigger canoe activation during the event. Venue and times to be confirmed.	A confirmar	Por confirmar	To be confirmed		DR PEANUT	https://app-utmb.github.io/utmb-paraty-agenda/logos/dr-peanut.png	livre		
at-liquidz-sabor-1	2026-09-17	quinta-feira	10:00	20:00		ativacao	Degustação do novo sabor	Degustación del nuevo sabor	New flavour tasting	O sabor só é lançado em 22 de setembro. Aqui dá para provar e comprar antes de todo mundo.	El sabor se lanza el 22 de septiembre. Aquí puedes probarlo y comprarlo antes que todos.	The flavour launches on 22 September. Here you can taste and buy it before anyone else.	Estande Liquidz, C5	Stand Liquidz, C5	Liquidz booth, C5		Liquidz	https://app-utmb.github.io/utmb-paraty-agenda/logos/liquidz.png	livre		sim
at-liquidz-sabor-2	2026-09-18	sexta-feira	10:00	21:00		ativacao	Degustação do novo sabor	Degustación del nuevo sabor	New flavour tasting	O sabor só é lançado em 22 de setembro. Aqui dá para provar e comprar antes de todo mundo.	El sabor se lanza el 22 de septiembre. Aquí puedes probarlo y comprarlo antes que todos.	The flavour launches on 22 September. Here you can taste and buy it before anyone else.	Estande Liquidz, C5	Stand Liquidz, C5	Liquidz booth, C5		Liquidz	https://app-utmb.github.io/utmb-paraty-agenda/logos/liquidz.png	livre		sim
at-liquidz-sabor-3	2026-09-19	sabado	10:00	18:00		ativacao	Degustação do novo sabor	Degustación del nuevo sabor	New flavour tasting	O sabor só é lançado em 22 de setembro. Aqui dá para provar e comprar antes de todo mundo.	El sabor se lanza el 22 de septiembre. Aquí puedes probarlo y comprarlo antes que todos.	The flavour launches on 22 September. Here you can taste and buy it before anyone else.	Estande Liquidz, C5	Stand Liquidz, C5	Liquidz booth, C5		Liquidz	https://app-utmb.github.io/utmb-paraty-agenda/logos/liquidz.png	livre		sim
at-liquidz-sabor-4	2026-09-20	domingo	10:00	13:00		ativacao	Degustação do novo sabor	Degustación del nuevo sabor	New flavour tasting	O sabor só é lançado em 22 de setembro. Aqui dá para provar e comprar antes de todo mundo.	El sabor se lanza el 22 de septiembre. Aquí puedes probarlo y comprarlo antes que todos.	The flavour launches on 22 September. Here you can taste and buy it before anyone else.	Estande Liquidz, C5	Stand Liquidz, C5	Liquidz booth, C5		Liquidz	https://app-utmb.github.io/utmb-paraty-agenda/logos/liquidz.png	livre		sim
at-liquidz-hidratacao-1	2026-09-17	quinta-feira	14:00	18:00		ativacao	Teste de hidratação	Test de hidratación	Hydration test	Nutricionista no estande testando a hidratação dos atletas e falando sobre eletrólitos no endurance.	Nutricionista en el stand midiendo la hidratación y hablando de electrolitos en el endurance.	A nutritionist at the booth testing hydration and explaining electrolytes in endurance.	Estande Liquidz, C5	Stand Liquidz, C5	Liquidz booth, C5		Liquidz	https://app-utmb.github.io/utmb-paraty-agenda/logos/liquidz.png	livre		sim
at-liquidz-samples-1	2026-09-17	quinta-feira	10:00	20:00		ativacao	Cadastro e samples	Registro y muestras	Sign up and samples	Cadastre-se no estande e leve amostras da marca, incluindo o sabor novo.	Regístrate en el stand y llévate muestras, incluido el sabor nuevo.	Sign up at the booth and take samples, including the new flavour.	Estande Liquidz, C5	Stand Liquidz, C5	Liquidz booth, C5		Liquidz	https://app-utmb.github.io/utmb-paraty-agenda/logos/liquidz.png	livre		
at-liquidz-samples-2	2026-09-18	sexta-feira	10:00	21:00		ativacao	Cadastro e samples	Registro y muestras	Sign up and samples	Cadastre-se no estande e leve amostras da marca, incluindo o sabor novo.	Regístrate en el stand y llévate muestras, incluido el sabor nuevo.	Sign up at the booth and take samples, including the new flavour.	Estande Liquidz, C5	Stand Liquidz, C5	Liquidz booth, C5		Liquidz	https://app-utmb.github.io/utmb-paraty-agenda/logos/liquidz.png	livre		
at-liquidz-samples-3	2026-09-19	sabado	10:00	18:00		ativacao	Cadastro e samples	Registro y muestras	Sign up and samples	Cadastre-se no estande e leve amostras da marca, incluindo o sabor novo.	Regístrate en el stand y llévate muestras, incluido el sabor nuevo.	Sign up at the booth and take samples, including the new flavour.	Estande Liquidz, C5	Stand Liquidz, C5	Liquidz booth, C5		Liquidz	https://app-utmb.github.io/utmb-paraty-agenda/logos/liquidz.png	livre		
at-liquidz-samples-4	2026-09-20	domingo	10:00	13:00		ativacao	Cadastro e samples	Registro y muestras	Sign up and samples	Cadastre-se no estande e leve amostras da marca, incluindo o sabor novo.	Regístrate en el stand y llévate muestras, incluido el sabor nuevo.	Sign up at the booth and take samples, including the new flavour.	Estande Liquidz, C5	Stand Liquidz, C5	Liquidz booth, C5		Liquidz	https://app-utmb.github.io/utmb-paraty-agenda/logos/liquidz.png	livre		
at-aimo-qrcode-1	2026-09-17	quinta-feira	10:00	20:00		ativacao	QR code de 10% e sorteio de bonés	QR de 10% y sorteo de gorras	10% QR code and cap giveaway	Leia o QR code no estande para 10% de desconto. Dois bonés são sorteados entre os cadastrados.	Escanea el QR en el stand para 10% de descuento. Se sortean dos gorras entre los registrados.	Scan the QR code at the booth for 10% off. Two caps are raffled among those who sign up.	Estande AIMO, E3	Stand AIMO, E3	AIMO booth, E3		AIMO	https://app-utmb.github.io/utmb-paraty-agenda/logos/aimo.png	livre		sim
at-aimo-qrcode-2	2026-09-18	sexta-feira	10:00	21:00		ativacao	QR code de 10% e sorteio de bonés	QR de 10% y sorteo de gorras	10% QR code and cap giveaway	Leia o QR code no estande para 10% de desconto. Dois bonés são sorteados entre os cadastrados.	Escanea el QR en el stand para 10% de descuento. Se sortean dos gorras entre los registrados.	Scan the QR code at the booth for 10% off. Two caps are raffled among those who sign up.	Estande AIMO, E3	Stand AIMO, E3	AIMO booth, E3		AIMO	https://app-utmb.github.io/utmb-paraty-agenda/logos/aimo.png	livre		sim
at-aimo-qrcode-3	2026-09-19	sabado	10:00	18:00		ativacao	QR code de 10% e sorteio de bonés	QR de 10% y sorteo de gorras	10% QR code and cap giveaway	Leia o QR code no estande para 10% de desconto. Dois bonés são sorteados entre os cadastrados.	Escanea el QR en el stand para 10% de descuento. Se sortean dos gorras entre los registrados.	Scan the QR code at the booth for 10% off. Two caps are raffled among those who sign up.	Estande AIMO, E3	Stand AIMO, E3	AIMO booth, E3		AIMO	https://app-utmb.github.io/utmb-paraty-agenda/logos/aimo.png	livre		sim
at-aimo-qrcode-4	2026-09-20	domingo	10:00	13:00		ativacao	QR code de 10% e sorteio de bonés	QR de 10% y sorteo de gorras	10% QR code and cap giveaway	Leia o QR code no estande para 10% de desconto. Dois bonés são sorteados entre os cadastrados.	Escanea el QR en el stand para 10% de descuento. Se sortean dos gorras entre los registrados.	Scan the QR code at the booth for 10% off. Two caps are raffled among those who sign up.	Estande AIMO, E3	Stand AIMO, E3	AIMO booth, E3		AIMO	https://app-utmb.github.io/utmb-paraty-agenda/logos/aimo.png	livre		sim
at-aimo-camiseta-1	2026-09-17	quinta-feira	10:00	20:00		ativacao	Camiseta de edição limitada	Camiseta de edición limitada	Limited edition tee	Souvenir AIMO do Paraty Brazil by UTMB, com customização feita na hora no estande.	Souvenir AIMO del Paraty Brazil by UTMB, personalizada en el momento.	AIMO souvenir of Paraty Brazil by UTMB, customised on the spot.	Estande AIMO, E3	Stand AIMO, E3	AIMO booth, E3		AIMO	https://app-utmb.github.io/utmb-paraty-agenda/logos/aimo.png	livre		
at-aimo-camiseta-2	2026-09-18	sexta-feira	10:00	21:00		ativacao	Camiseta de edição limitada	Camiseta de edición limitada	Limited edition tee	Souvenir AIMO do Paraty Brazil by UTMB, com customização feita na hora no estande.	Souvenir AIMO del Paraty Brazil by UTMB, personalizada en el momento.	AIMO souvenir of Paraty Brazil by UTMB, customised on the spot.	Estande AIMO, E3	Stand AIMO, E3	AIMO booth, E3		AIMO	https://app-utmb.github.io/utmb-paraty-agenda/logos/aimo.png	livre		
at-aimo-camiseta-3	2026-09-19	sabado	10:00	18:00		ativacao	Camiseta de edição limitada	Camiseta de edición limitada	Limited edition tee	Souvenir AIMO do Paraty Brazil by UTMB, com customização feita na hora no estande.	Souvenir AIMO del Paraty Brazil by UTMB, personalizada en el momento.	AIMO souvenir of Paraty Brazil by UTMB, customised on the spot.	Estande AIMO, E3	Stand AIMO, E3	AIMO booth, E3		AIMO	https://app-utmb.github.io/utmb-paraty-agenda/logos/aimo.png	livre		
at-aimo-camiseta-4	2026-09-20	domingo	10:00	13:00		ativacao	Camiseta de edição limitada	Camiseta de edición limitada	Limited edition tee	Souvenir AIMO do Paraty Brazil by UTMB, com customização feita na hora no estande.	Souvenir AIMO del Paraty Brazil by UTMB, personalizada en el momento.	AIMO souvenir of Paraty Brazil by UTMB, customised on the spot.	Estande AIMO, E3	Stand AIMO, E3	AIMO booth, E3		AIMO	https://app-utmb.github.io/utmb-paraty-agenda/logos/aimo.png	livre		
at-runlastic-brindes-1	2026-09-17	quinta-feira	10:00	20:00		ativacao	Brindes Runlastic	Regalos Runlastic	Runlastic giveaways	Brindes no estande durante o horario da Expo.	Regalos en el stand durante el horario de la Expo.	Giveaways at the booth during Expo hours.	Estande Runlastic, D7	Stand Runlastic, D7	Runlastic booth, D7		Runlastic	https://app-utmb.github.io/utmb-paraty-agenda/logos/runlastic.png	livre		
at-runlastic-brindes-2	2026-09-18	sexta-feira	10:00	21:00		ativacao	Brindes Runlastic	Regalos Runlastic	Runlastic giveaways	Brindes no estande durante o horario da Expo.	Regalos en el stand durante el horario de la Expo.	Giveaways at the booth during Expo hours.	Estande Runlastic, D7	Stand Runlastic, D7	Runlastic booth, D7		Runlastic	https://app-utmb.github.io/utmb-paraty-agenda/logos/runlastic.png	livre		
at-runlastic-brindes-3	2026-09-19	sabado	10:00	18:00		ativacao	Brindes Runlastic	Regalos Runlastic	Runlastic giveaways	Brindes no estande durante o horario da Expo.	Regalos en el stand durante el horario de la Expo.	Giveaways at the booth during Expo hours.	Estande Runlastic, D7	Stand Runlastic, D7	Runlastic booth, D7		Runlastic	https://app-utmb.github.io/utmb-paraty-agenda/logos/runlastic.png	livre		
at-runlastic-brindes-4	2026-09-20	domingo	10:00	13:00		ativacao	Brindes Runlastic	Regalos Runlastic	Runlastic giveaways	Brindes no estande durante o horario da Expo.	Regalos en el stand durante el horario de la Expo.	Giveaways at the booth during Expo hours.	Estande Runlastic, D7	Stand Runlastic, D7	Runlastic booth, D7		Runlastic	https://app-utmb.github.io/utmb-paraty-agenda/logos/runlastic.png	livre		
at-tricky-barrinhas-1	2026-09-17	quinta-feira	10:00	20:00		ativacao	Degustação de barrinhas de carbo	Degustación de barras de carbo	Carb bar tasting	Prove as barrinhas no estande da Tricky.	Prueba las barras en el stand de Tricky.	Try the bars at the Tricky booth.	Estande Tricky, E9	Stand Tricky, E9	Tricky booth, E9		Tricky	https://app-utmb.github.io/utmb-paraty-agenda/logos/tricky.png	livre		
at-tricky-barrinhas-2	2026-09-18	sexta-feira	10:00	21:00		ativacao	Degustação de barrinhas de carbo	Degustación de barras de carbo	Carb bar tasting	Prove as barrinhas no estande da Tricky.	Prueba las barras en el stand de Tricky.	Try the bars at the Tricky booth.	Estande Tricky, E9	Stand Tricky, E9	Tricky booth, E9		Tricky	https://app-utmb.github.io/utmb-paraty-agenda/logos/tricky.png	livre		
at-tricky-barrinhas-3	2026-09-19	sabado	10:00	18:00		ativacao	Degustação de barrinhas de carbo	Degustación de barras de carbo	Carb bar tasting	Prove as barrinhas no estande da Tricky.	Prueba las barras en el stand de Tricky.	Try the bars at the Tricky booth.	Estande Tricky, E9	Stand Tricky, E9	Tricky booth, E9		Tricky	https://app-utmb.github.io/utmb-paraty-agenda/logos/tricky.png	livre		
at-tricky-barrinhas-4	2026-09-20	domingo	10:00	13:00		ativacao	Degustação de barrinhas de carbo	Degustación de barras de carbo	Carb bar tasting	Prove as barrinhas no estande da Tricky.	Prueba las barras en el stand de Tricky.	Try the bars at the Tricky booth.	Estande Tricky, E9	Stand Tricky, E9	Tricky booth, E9		Tricky	https://app-utmb.github.io/utmb-paraty-agenda/logos/tricky.png	livre		
talk-fotop-foto	2026-09-17	quinta-feira	18:00	18:30		talks	Muito além da foto	Mucho más que la foto	Far beyond the photo	Como os cliques criam conexão, memória e valor no trail running. Com Cris Savieto, diretora comercial, e Vandrei Stephani, gestor de eventos.	Cómo los clics crean conexión, memoria y valor en el trail running. Con Cris Savieto, directora comercial, y Vandrei Stephani, gestor de eventos.	How photos create connection, memory and value in trail running. With Cris Savieto, sales director, and Vandrei Stephani, events manager.	Palco Expo	Escenario Expo	Expo Stage	Cris Savieto e Vandrei Stephani	FOTOP	https://app-utmb.github.io/utmb-paraty-agenda/logos/fotop.png	livre		
talk-sustentabilidade	2026-09-17	quinta-feira	18:30			talks	Rede de ações de sustentabilidade local	Red de acciones de sostenibilidad local	Local sustainability action network	Mediação de Marina Reia. Na mesa: Geisa (Liga da Justiça e Caiçara em Chamonix), Cristina (líder da cooperativa de recicláveis de Paraty), Clara (mobilização da agricultura familiar local), ONG SOS Mata Atlântica, Eder (chefe de Uso Público do NGI Paraty e Parque Nacional da Serra da Bocaina) e Fernando (coordenador de Uso Público do ICMBio em Brasília).	Moderación de Marina Reia. En la mesa: Geisa (Liga da Justiça y Caiçara en Chamonix), Cristina (líder de la cooperativa de reciclables de Paraty), Clara (movilización de la agricultura familiar local), ONG SOS Mata Atlântica, Eder (jefe de Uso Público del NGI Paraty y Parque Nacional da Serra da Bocaina) y Fernando (coordinador de Uso Público del ICMBio en Brasilia).	Moderated by Marina Reia. On the panel: Geisa (Liga da Justiça and Caiçara in Chamonix), Cristina (leader of the Paraty recycling cooperative), Clara (local family farming mobilisation), the NGO SOS Mata Atlântica, Eder (head of Public Use at NGI Paraty and Serra da Bocaina National Park) and Fernando (Public Use coordinator at ICMBio in Brasília).	Palco Expo	Escenario Expo	Expo Stage	Mediação de Marina Reia	Paraty Brazil by UTMB; SOS Mata Atlântica		livre		
talk-liquidz-hidratacao	2026-09-18	sexta-feira	14:00	14:15		talks	Hidratação funcional	Hidratación funcional	Functional hydration	Estratégias práticas de hidratação para o Paraty Brazil by UTMB.	Estrategias prácticas de hidratación para el Paraty Brazil by UTMB.	Practical hydration strategies for Paraty Brazil by UTMB.	Palco Expo	Escenario Expo	Expo Stage	Talita Cristina	Liquidz	https://app-utmb.github.io/utmb-paraty-agenda/logos/liquidz.png	livre		
filme-tala	2026-09-18	sexta-feira	13:00	13:15		filmes	Tala	Tala	Tala	Exibição do filme com Fernanda Maciel.	Proyección de la película con Fernanda Maciel.	Screening of the film with Fernanda Maciel.	Palco Expo	Escenario Expo	Expo Stage	Fernanda Maciel			livre		
